Year,Year ending,Police Service Area,Local Government Area,Latitude,Longitude,Offence Division,Offence Subdivision,Offence Subgroup,Incidents Recorded,"PSA Rate per 100,000 population","LGA Rate per 100,000 population"
2021,March,Mitchell,Strathbogie,-36.879426,145.7113079,A Crimes against the person,"A70 Stalking, harassment and threatening behaviour",A712 Non-FV Stalking,2,3.4,18.1
2021,March,Mitchell,Strathbogie,-36.879426,145.7113079,A Crimes against the person,"A70 Stalking, harassment and threatening behaviour",A721 FV Harassment and private nuisance,1,1.7,9
2021,March,Mitchell,Strathbogie,-36.879426,145.7113079,A Crimes against the person,"A70 Stalking, harassment and threatening behaviour",A722 Non-FV Harassment and private nuisance,1,1.7,9
2021,March,Mitchell,Strathbogie,-36.879426,145.7113079,A Crimes against the person,"A70 Stalking, harassment and threatening behaviour",A731 FV Threatening behaviour,2,3.4,18.1
2021,March,Mitchell,Strathbogie,-36.879426,145.7113079,A Crimes against the person,"A70 Stalking, harassment and threatening behaviour",A732 Non-FV Threatening behaviour,6,10.1,54.2
2021,March,Mitchell,Strathbogie,-36.879426,145.7113079,A Crimes against the person,A80 Dangerous and negligent acts endangering people,A81 Dangerous driving,3,5,27.1
2021,March,Mitchell,Strathbogie,-36.879426,145.7113079,A Crimes against the person,A80 Dangerous and negligent acts endangering people,A89 Other dangerous or negligent acts endangering people,8,13.4,72.3
2021,March,Mitchell,Strathbogie,-36.879426,145.7113079,B Property and deception offences,B10 Arson,B11 Cause damage by fire,5,8.4,45.2
2021,March,Mitchell,Strathbogie,-36.879426,145.7113079,B Property and deception offences,B10 Arson,B19 Other fire related offences,2,3.4,18.1
2021,March,Mitchell,Strathbogie,-36.879426,145.7113079,B Property and deception offences,B20 Property damage,B21 Criminal damage,41,68.7,370.4
2021,March,Mitchell,Strathbogie,-36.879426,145.7113079,B Property and deception offences,B20 Property damage,B22 Graffiti,2,3.4,18.1
2021,March,Mitchell,Strathbogie,-36.879426,145.7113079,B Property and deception offences,B30 Burglary/Break and enter,B311 Residential aggravated burglary,2,3.4,18.1
2021,March,Mitchell,Strathbogie,-36.879426,145.7113079,B Property and deception offences,B30 Burglary/Break and enter,B321 Residential non-aggravated burglary,21,35.2,189.7
2021,March,Mitchell,Strathbogie,-36.879426,145.7113079,B Property and deception offences,B30 Burglary/Break and enter,B322 Non-residential non-aggravated burglary,11,18.4,99.4
2021,March,Mitchell,Strathbogie,-36.879426,145.7113079,B Property and deception offences,B40 Theft,B41 Motor vehicle theft,14,23.5,126.5
2021,March,Mitchell,Strathbogie,-36.879426,145.7113079,B Property and deception offences,B40 Theft,B42 Steal from a motor vehicle,18,30.2,162.6
2021,March,Mitchell,Strathbogie,-36.879426,145.7113079,B Property and deception offences,B40 Theft,B43 Steal from a retail store,4,6.7,36.1
2021,March,Mitchell,Strathbogie,-36.879426,145.7113079,B Property and deception offences,B40 Theft,B44 Theft of a bicycle,3,5,27.1
2021,March,Mitchell,Strathbogie,-36.879426,145.7113079,B Property and deception offences,B40 Theft,B45 Receiving or handling stolen goods,5,8.4,45.2
2021,March,Mitchell,Strathbogie,-36.879426,145.7113079,B Property and deception offences,B40 Theft,B49 Other theft,65,109,587.2
2021,March,Mitchell,Strathbogie,-36.879426,145.7113079,B Property and deception offences,B50 Deception,B51 Forgery and counterfeiting,1,1.7,9
2021,March,Mitchell,Strathbogie,-36.879426,145.7113079,B Property and deception offences,B50 Deception,B53 Obtain benefit by deception,11,18.4,99.4
2021,March,Mitchell,Strathbogie,-36.879426,145.7113079,B Property and deception offences,B50 Deception,B54 State false information,1,1.7,9
2021,March,Mitchell,Strathbogie,-36.879426,145.7113079,C Drug offences,C10 Drug dealing and trafficking,C12 Drug trafficking,3,5,27.1
2021,March,Mitchell,Strathbogie,-36.879426,145.7113079,C Drug offences,C20 Cultivate or manufacture drugs,C21 Cultivate drugs,4,6.7,36.1
2021,March,Mitchell,Strathbogie,-36.879426,145.7113079,C Drug offences,C30 Drug use and possession,C31 Drug use,1,1.7,9
2021,March,Mitchell,Strathbogie,-36.879426,145.7113079,C Drug offences,C30 Drug use and possession,C32 Drug possession,7,11.7,63.2
2021,March,Mitchell,Strathbogie,-36.879426,145.7113079,D Public order and security offences,D10 Weapons and explosives offences,D11 Firearms offences,4,6.7,36.1
2021,March,Mitchell,Strathbogie,-36.879426,145.7113079,D Public order and security offences,D10 Weapons and explosives offences,D12 Prohibited and controlled weapons offences,8,13.4,72.3
2021,March,Mitchell,Strathbogie,-36.879426,145.7113079,D Public order and security offences,D10 Weapons and explosives offences,D13 Explosives offences,1,1.7,9
2021,March,Mitchell,Strathbogie,-36.879426,145.7113079,D Public order and security offences,D20 Disorderly and offensive conduct,D21 Riot and affray,1,1.7,9
2021,March,Mitchell,Strathbogie,-36.879426,145.7113079,D Public order and security offences,D20 Disorderly and offensive conduct,D25 Criminal intent,1,1.7,9
2021,March,Mitchell,Strathbogie,-36.879426,145.7113079,D Public order and security offences,D30 Public nuisance offences,D35 Improper movement on public or private space,2,3.4,18.1
2021,March,Mitchell,Strathbogie,-36.879426,145.7113079,E Justice procedures offences,E10 Justice procedures,E13 Resist or hinder officer,10,16.8,90.3
2021,March,Mitchell,Strathbogie,-36.879426,145.7113079,E Justice procedures offences,E10 Justice procedures,E19 Other justice procedures offences,1,1.7,9
2021,March,Mitchell,Strathbogie,-36.879426,145.7113079,E Justice procedures offences,E20 Breaches of orders,E21 Breach family violence order,48,80.5,433.6
2021,March,Mitchell,Strathbogie,-36.879426,145.7113079,E Justice procedures offences,E20 Breaches of orders,E22 Breach intervention order,3,5,27.1
2021,March,Mitchell,Strathbogie,-36.879426,145.7113079,E Justice procedures offences,E20 Breaches of orders,E23 Breach bail conditions,24,40.2,216.8
2021,March,Mitchell,Strathbogie,-36.879426,145.7113079,F Other offences,F20 Transport regulation offences,F23 Maritime regulations offences,10,16.8,90.3
2021,March,Mitchell,Strathbogie,-36.879426,145.7113079,F Other offences,F30 Other government regulatory offences,F39 Other government regulatory offences,1,1.7,9
2021,March,Mitchell,Strathbogie,-36.879426,145.7113079,F Other offences,F90 Miscellaneous offences,F92 Public health and safety offences,20,33.5,180.7
2021,March,Monash,Monash,-37.9015913,145.1155133,A Crimes against the person,A10 Homicide and related offences,A10 Homicide and related offences,5,2.5,2.5
2021,March,Monash,Monash,-37.9015913,145.1155133,A Crimes against the person,A20 Assault and related offences,A211 FV Serious assault,111,55.6,55.6
2021,March,Monash,Monash,-37.9015913,145.1155133,A Crimes against the person,A20 Assault and related offences,A212 Non-FV Serious assault,142,71.1,71.1
2021,March,Monash,Monash,-37.9015913,145.1155133,A Crimes against the person,A20 Assault and related offences,"A22 Assault police, emergency services or other authorised officer",47,23.5,23.5
2021,March,Monash,Monash,-37.9015913,145.1155133,A Crimes against the person,A20 Assault and related offences,A231 FV Common assault,310,155.3,155.3
2021,March,Monash,Monash,-37.9015913,145.1155133,A Crimes against the person,A20 Assault and related offences,A232 Non-FV Common assault,238,119.2,119.2
2021,March,Monash,Monash,-37.9015913,145.1155133,A Crimes against the person,A30 Sexual offences,A30 Sexual offences,172,86.2,86.2
2021,March,Monash,Monash,-37.9015913,145.1155133,A Crimes against the person,A40 Abduction and related offences,A41 Abduction,3,1.5,1.5
2021,March,Monash,Monash,-37.9015913,145.1155133,A Crimes against the person,A40 Abduction and related offences,A42 False imprisonment,6,3,3
2021,March,Monash,Monash,-37.9015913,145.1155133,A Crimes against the person,A50 Robbery,A51 Aggravated robbery,31,15.5,15.5
2021,March,Monash,Monash,-37.9015913,145.1155133,A Crimes against the person,A50 Robbery,A52 Non-Aggravated robbery,9,4.5,4.5
2021,March,Monash,Monash,-37.9015913,145.1155133,A Crimes against the person,A60 Blackmail and extortion,A61 Blackmail,1,0.5,0.5
2021,March,Monash,Monash,-37.9015913,145.1155133,A Crimes against the person,A60 Blackmail and extortion,A62 Extortion,1,0.5,0.5
2021,March,Monash,Monash,-37.9015913,145.1155133,A Crimes against the person,"A70 Stalking, harassment and threatening behaviour",A711 FV Stalking,20,10,10
2021,March,Monash,Monash,-37.9015913,145.1155133,A Crimes against the person,"A70 Stalking, harassment and threatening behaviour",A712 Non-FV Stalking,21,10.5,10.5
2021,March,Monash,Monash,-37.9015913,145.1155133,A Crimes against the person,"A70 Stalking, harassment and threatening behaviour",A721 FV Harassment and private nuisance,9,4.5,4.5
2021,March,Monash,Monash,-37.9015913,145.1155133,A Crimes against the person,"A70 Stalking, harassment and threatening behaviour",A722 Non-FV Harassment and private nuisance,12,6,6
2021,March,Monash,Monash,-37.9015913,145.1155133,A Crimes against the person,"A70 Stalking, harassment and threatening behaviour",A731 FV Threatening behaviour,36,18,18
2021,March,Monash,Monash,-37.9015913,145.1155133,A Crimes against the person,"A70 Stalking, harassment and threatening behaviour",A732 Non-FV Threatening behaviour,30,15,15
2021,March,Monash,Monash,-37.9015913,145.1155133,A Crimes against the person,A80 Dangerous and negligent acts endangering people,A81 Dangerous driving,21,10.5,10.5
2021,March,Monash,Monash,-37.9015913,145.1155133,A Crimes against the person,A80 Dangerous and negligent acts endangering people,A82 Neglect or ill treatment of people,1,0.5,0.5
2021,March,Monash,Monash,-37.9015913,145.1155133,A Crimes against the person,A80 Dangerous and negligent acts endangering people,A83 Throw or discharge object endangering people,26,13,13
2021,March,Monash,Monash,-37.9015913,145.1155133,A Crimes against the person,A80 Dangerous and negligent acts endangering people,A89 Other dangerous or negligent acts endangering people,34,17,17
2021,March,Monash,Monash,-37.9015913,145.1155133,B Property and deception offences,B10 Arson,B11 Cause damage by fire,31,15.5,15.5
2021,March,Monash,Monash,-37.9015913,145.1155133,B Property and deception offences,B20 Property damage,B21 Criminal damage,557,279.1,279.1
2021,March,Monash,Monash,-37.9015913,145.1155133,B Property and deception offences,B20 Property damage,B22 Graffiti,77,38.6,38.6
2021,March,Monash,Monash,-37.9015913,145.1155133,B Property and deception offences,B20 Property damage,B29 Other property damage offences,6,3,3
2021,March,Monash,Monash,-37.9015913,145.1155133,B Property and deception offences,B30 Burglary/Break and enter,B311 Residential aggravated burglary,33,16.5,16.5
2021,March,Monash,Monash,-37.9015913,145.1155133,B Property and deception offences,B30 Burglary/Break and enter,B319 Unknown aggravated burglary,1,0.5,0.5
2021,March,Monash,Monash,-37.9015913,145.1155133,B Property and deception offences,B30 Burglary/Break and enter,B321 Residential non-aggravated burglary,575,288.1,288.1
2021,March,Monash,Monash,-37.9015913,145.1155133,B Property and deception offences,B30 Burglary/Break and enter,B322 Non-residential non-aggravated burglary,278,139.3,139.3
2021,March,Monash,Monash,-37.9015913,145.1155133,B Property and deception offences,B30 Burglary/Break and enter,B329 Unknown non-aggravated burglary,1,0.5,0.5
2021,March,Monash,Monash,-37.9015913,145.1155133,B Property and deception offences,B40 Theft,B41 Motor vehicle theft,310,155.3,155.3
2021,March,Monash,Monash,-37.9015913,145.1155133,B Property and deception offences,B40 Theft,B42 Steal from a motor vehicle,"1,539",771.1,771.1
2021,March,Monash,Monash,-37.9015913,145.1155133,B Property and deception offences,B40 Theft,B43 Steal from a retail store,514,257.5,257.5
2021,March,Monash,Monash,-37.9015913,145.1155133,B Property and deception offences,B40 Theft,B44 Theft of a bicycle,151,75.7,75.7
2021,March,Monash,Monash,-37.9015913,145.1155133,B Property and deception offences,B40 Theft,B45 Receiving or handling stolen goods,175,87.7,87.7
2021,March,Monash,Monash,-37.9015913,145.1155133,B Property and deception offences,B40 Theft,B49 Other theft,729,365.3,365.3
2021,March,Monash,Monash,-37.9015913,145.1155133,B Property and deception offences,B50 Deception,B51 Forgery and counterfeiting,77,38.6,38.6
2021,March,Monash,Monash,-37.9015913,145.1155133,B Property and deception offences,B50 Deception,B53 Obtain benefit by deception,654,327.7,327.7
2021,March,Monash,Monash,-37.9015913,145.1155133,B Property and deception offences,B50 Deception,B54 State false information,15,7.5,7.5
2021,March,Monash,Monash,-37.9015913,145.1155133,B Property and deception offences,B50 Deception,B59 Other deception offences,4,2,2
2021,March,Monash,Monash,-37.9015913,145.1155133,C Drug offences,C10 Drug dealing and trafficking,C11 Drug dealing,1,0.5,0.5
2021,March,Monash,Monash,-37.9015913,145.1155133,C Drug offences,C10 Drug dealing and trafficking,C12 Drug trafficking,52,26.1,26.1
2021,March,Monash,Monash,-37.9015913,145.1155133,C Drug offences,C20 Cultivate or manufacture drugs,C21 Cultivate drugs,29,14.5,14.5
2021,March,Monash,Monash,-37.9015913,145.1155133,C Drug offences,C20 Cultivate or manufacture drugs,C23 Possess drug manufacturing equipment or precursor,19,9.5,9.5
2021,March,Monash,Monash,-37.9015913,145.1155133,C Drug offences,C30 Drug use and possession,C31 Drug use,4,2,2
2021,March,Monash,Monash,-37.9015913,145.1155133,C Drug offences,C30 Drug use and possession,C32 Drug possession,302,151.3,151.3
2021,March,Monash,Monash,-37.9015913,145.1155133,C Drug offences,C90 Other drug offences,C99 Other drug offences,1,0.5,0.5
2021,March,Monash,Monash,-37.9015913,145.1155133,D Public order and security offences,D10 Weapons and explosives offences,D11 Firearms offences,37,18.5,18.5
2021,March,Monash,Monash,-37.9015913,145.1155133,D Public order and security offences,D10 Weapons and explosives offences,D12 Prohibited and controlled weapons offences,172,86.2,86.2
2021,March,Monash,Monash,-37.9015913,145.1155133,D Public order and security offences,D10 Weapons and explosives offences,D13 Explosives offences,5,2.5,2.5
2021,March,Monash,Monash,-37.9015913,145.1155133,D Public order and security offences,D20 Disorderly and offensive conduct,D21 Riot and affray,7,3.5,3.5
2021,March,Monash,Monash,-37.9015913,145.1155133,D Public order and security offences,D20 Disorderly and offensive conduct,D22 Drunk and disorderly in public,65,32.6,32.6
2021,March,Monash,Monash,-37.9015913,145.1155133,D Public order and security offences,D20 Disorderly and offensive conduct,D23 Offensive conduct,16,8,8
2021,March,Monash,Monash,-37.9015913,145.1155133,D Public order and security offences,D20 Disorderly and offensive conduct,D24 Offensive language,8,4,4
2021,March,Monash,Monash,-37.9015913,145.1155133,D Public order and security offences,D20 Disorderly and offensive conduct,D25 Criminal intent,8,4,4
2021,March,Monash,Monash,-37.9015913,145.1155133,D Public order and security offences,D20 Disorderly and offensive conduct,D26 Disorderly conduct,4,2,2
2021,March,Monash,Monash,-37.9015913,145.1155133,D Public order and security offences,D30 Public nuisance offences,D31 Privacy offences,3,1.5,1.5
2021,March,Monash,Monash,-37.9015913,145.1155133,D Public order and security offences,D30 Public nuisance offences,D32 Hoaxes,8,4,4
2021,March,Monash,Monash,-37.9015913,145.1155133,D Public order and security offences,D30 Public nuisance offences,D35 Improper movement on public or private space,29,14.5,14.5
2021,March,Monash,Monash,-37.9015913,145.1155133,D Public order and security offences,D30 Public nuisance offences,D36 Other public nuisance offences,1,0.5,0.5
2021,March,Monash,Monash,-37.9015913,145.1155133,E Justice procedures offences,E10 Justice procedures,E13 Resist or hinder officer,172,86.2,86.2
